ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,402326,202507,借入先名称(氏名),借入先名称(氏名),,借入先所在地(住所),借入先所在地(住所),借入先法人・代表者との関係,借入先法人・代表者との関係,利率,利率,期末現在高,期末現在高,期中の支払利子額,期中の支払利子額,担保の内容,
,,2,000,402326,202507,青森銀行,青森銀行,,,,,,,,0,0,33320000,33320000,,
,,3,000,402326,202507,,,,,,,,,,0,0,50000000,50000000,私募債,
,,4,000,402326,202507,商工組合中央金庫,商工組合中央金庫,,,,,,,,0,0,18525000,18525000,,
,,5,000,402326,202507,青い森信用金庫,青い森信用金庫,,,,,,,,0,0,875100,875100,,
,,6,000,402326,202507,,,,,,,,,,0,0,0,0,,
,,7,000,402326,202507,,,,,,,,,,0,0,0,0,,
,,8,000,402326,202507,,,,,,,,,,0,0,0,0,,
,,9,000,402326,202507,,,,,,,,,,0,0,0,0,,
,,10,000,402326,202507,役員,役員,,,,,,,,0,0,0,0,,
,,11,000,402326,202507,,,,,,,,,,0,0,0,0,,
,,12,000,402326,202507,,,,計,計,,,,,0,0,102720100,102720100,,
