ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
20250718182501950,1,1,001,000200,202507,酒井マーク,酒井マーク,529,,,R4.10.30,R4.10.30,332916,332916,,,,,,,,
20250718182501950,1,2,001,000200,202507,三和印刷工業(奈良),三和印刷工業(奈良),530,,,R4.10.13,R4.10.13,428747,428747,,,,,,,,
20250718182501950,1,3,001,000200,202507,タカラ京都,タカラ京都,531,,,R4.10.15,R4.10.15,88759,88759,,,,,,,,
20250718182501950,1,4,001,000200,202507,タカラ大阪,タカラ大阪,532,,,R4.10.15,R4.10.15,90451,90451,,,,,,,,
20250718182501950,1,5,001,000200,202507,タカラ印刷(横浜),タカラ印刷(横浜),533,,,R4.10.15,R4.10.15,335060,335060,,,,,,,,
20250718182501950,1,6,001,000200,202507,新大阪シール,新大阪シール,534,,,R4.10.15,R4.10.15,220011,220011,,,,,,,,
20250718182501950,1,7,001,000200,202507,カンサイタカラ印刷,カンサイタカラ印刷,535,,,R4.10.20,R4.10.20,1749297,1749297,,,,,,,,
20250718182501950,1,8,001,000200,202507,トキワアート印刷,トキワアート印刷,536,,,R4.10.20,R4.10.20,237873,237873,,,,,,,,
20250718182501950,1,9,001,000200,202507,北村三昌館,北村三昌館,537,,,R4.10.31,R4.10.31,146212,146212,,,,,,,,
20250718182501950,1,10,001,000200,202507,まつよ,まつよ,538,,,R4.10.31,R4.10.31,655600,655600,,,,,,,,
20250718182501950,1,11,001,000200,202507,早和製本,早和製本,539,,,R4.10.31,R4.10.31,260700,260700,,,,,,,,
20250718182501950,1,12,001,000200,202507,都インキ,都インキ,540,,,R4.10.15,R4.10.15,147730,147730,,,,,,,,
20250718182501950,1,13,001,000200,202507,三和印刷工業(奈良),三和印刷工業(奈良),530,,,R4.11.13,R4.11.13,1023242,1023242,,,,,,,,
20250718182501950,1,14,001,000200,202507,タカラ京都,タカラ京都,531,,,R4.11.15,R4.11.15,183159,183159,,,,,,,,
20250718182501950,1,15,001,000200,202507,タカラ大阪,タカラ大阪,532,,,R4.11.15,R4.11.15,14047,14047,,,,,,,,
20250718182501950,1,16,001,000200,202507,酒井マーク,酒井マーク,529,,,R4.11.30,R4.11.30,239239,239239,,,,,,,,
20250718182501950,1,17,001,000200,202507,ダイキョウ,ダイキョウ,541,,,R4.10.25,R4.10.25,750929,750929,,,,,,,,
20250718182501950,1,18,001,000200,202507,東栄,東栄,542,,,R4.11.5,R4.11.5,888250,888250,,,,,,,,
20250718182501950,1,19,001,000200,202507,カンサイタカラ印刷,カンサイタカラ印刷,535,,,R4.11.20,R4.11.20,1801162,1801162,,,,,,,,
20250718182501950,1,20,001,000200,202507,タカラ印刷(横浜),タカラ印刷(横浜),533,,,R4.11.15,R4.11.15,430085,430085,,,,,,,,
20250718182501950,1,21,001,000200,202507,トキワアート印刷,トキワアート印刷,536,,,R4.11.20,R4.11.20,769663,769663,,,,,,,,
20250718182501950,1,22,001,000200,202507,フジマーク,フジマーク,543,,,R4.11.30,R4.11.30,251944,251944,,,,,,,,
20250718182501950,1,23,001,000200,202507,永坂シール,永坂シール,544,,,R4.10.20,R4.10.20,876419,876419,,,,,,,,
