ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,690444,202507,借入先名称(氏名),借入先名称(氏名),,借入先所在地(住所),借入先所在地(住所),法人・代表者との関係,法人・代表者との関係,利率,利率,期末現在高,期末現在高,期中の支払利子額,期中の支払利子額,担保の内容,
,,2,000,690444,202507,埼玉県信用金庫川越支店,埼玉県信用金庫川越支店,,川越市脇田本町22-1,川越市脇田本町22-1,,,,,6384000,6384000,,,,
,,3,000,690444,202507,同上,同上,,,,,,,,12067000,12067000,,,,
,,4,000,690444,202507,同上,同上,,,,,,,,10857000,10857000,,,,
,,5,000,690444,202507,同上,同上,,,,,,,,12915000,12915000,,,,
,,6,000,690444,202507,同上,同上,,,,,,,,19542000,19542000,,,,
,,7,000,690444,202507,同上,同上,,,,,,,,27226000,27226000,,,,
,,8,000,690444,202507,同上,同上,,,,,,,,35546000,35546000,,,,
,,9,000,690444,202507,三菱UFJ銀行川越支店,三菱UFJ銀行川越支店,,川越市新富町1-2-7,川越市新富町1-2-7,,,,,195665000,195665000,,,,
,,10,000,690444,202507,みずほ銀行川越支店,みずほ銀行川越支店,,川越市新富町2-1-8,川越市新富町2-1-8,,,,,18886000,18886000,,,,
,,11,000,690444,202507,同上,同上,,,,,,,,3000000,3000000,,,,
,,12,000,690444,202507,同上,同上,,,,,,,,17260000,17260000,,,,
,,13,000,690444,202507,青梅信用金庫川越支店,青梅信用金庫川越支店,,川越市新富町5-17-3,川越市新富町5-17-3,,,,,9842000,9842000,,,,
,,14,000,690444,202507,日本政策金融公庫川越支店,日本政策金融公庫川越支店,,川越市脇田本町14-1,川越市脇田本町14-1,,,,,23904000,23904000,,,,
,,15,000,690444,202507,日本政策金融公庫川越支店,日本政策金融公庫川越支店,,川越市脇田本町14-1,川越市脇田本町14-1,,,,,9690000,9690000,,,,
,,16,000,690444,202507,,,,計,計,,,,,,,,,,
