ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,253668,202507,株主資本,株主資本,,,,,,,,,,,,,
,,2,000,253668,202507,資本金当期首残高及び当期末残高,資本金当期首残高及び当期末残高,,"5,000,000","5,000,000",,,,,,,,,,
,,3,000,253668,202507,利益剰余金,利益剰余金,,,,,,,,,,,,,
,,4,000,253668,202507,その他利益剰余金,その他利益剰余金,,,,,,,,,,,,,
,,5,000,253668,202507,繰越利益剰余金当期首残高,繰越利益剰余金当期首残高,,"10,662,234","10,662,234",,,,,,,,,,
,,6,000,253668,202507,当期変動額当期純利益,当期変動額当期純利益,,"3,449,198","3,449,198",,,,,,,,,,
,,7,000,253668,202507,当期末残高,当期末残高,,"14,111,432","14,111,432",,,,,,,,,,
,,8,000,253668,202507,利益剰余金合計当期首残高,利益剰余金合計当期首残高,,"10,662,234","10,662,234",,,,,,,,,,
,,9,000,253668,202507,当期変動額,当期変動額,,"3,449,198","3,449,198",,,,,,,,,,
,,10,000,253668,202507,当期末残高,当期末残高,,"14,111,432","14,111,432",,,,,,,,,,
,,11,000,253668,202507,株主資本合計当期首残高,株主資本合計当期首残高,,"15,662,234","15,662,234",,,,,,,,,,
,,12,000,253668,202507,当期変動額,当期変動額,,"3,449,198","3,449,198",,,,,,,,,,
,,13,000,253668,202507,当期末残高,当期末残高,,"19,111,432","19,111,432",,,,,,,,,,
,,14,000,253668,202507,純資産合計当期首残高,純資産合計当期首残高,,"15,662,234","15,662,234",,,,,,,,,,
,,15,000,253668,202507,当期変動額,当期変動額,,"3,449,198","3,449,198",,,,,,,,,,
,,16,000,253668,202507,当期末残高,当期末残高,,"19,111,432","19,111,432",,,,,,,,,,
