ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,887188,202507,借入先名称(氏名),借入先名称(氏名),,借入先所在地(住所),借入先所在地(住所),法人・代表者との関係,法人・代表者との関係,利率,利率,期末現在高,期末現在高,期中の支払利子額,期中の支払利子額,担保の内容,
,,2,000,887188,202507,三井住友銀行大宮支店,三井住友銀行大宮支店,,,,,,,,100000000,100000000,431701,431701,,
,,3,000,887188,202507,群馬銀行武蔵浦和支店,群馬銀行武蔵浦和支店,,,,,,,,50000000,50000000,121256,121256,,
,,4,000,887188,202507,みずほ銀行新宿南口支店,みずほ銀行新宿南口支店,,,,,,,,50000000,50000000,228735,228735,,
,,5,000,887188,202507,短期借入金小計,短期借入金小計,,,,,,,,200000000,200000000,781692,781692,,
,,6,000,887188,202507,三井住友銀行大宮支店,三井住友銀行大宮支店,,,,,,,,58672000,58672000,243523,243523,,
,,7,000,887188,202507,群馬銀行武蔵浦和支店,群馬銀行武蔵浦和支店,,,,,,,,163060000,163060000,2270097,2270097,,
,,8,000,887188,202507,埼玉りそな銀行大宮支店,埼玉りそな銀行大宮支店,,,,,,,,19992000,19992000,0,0,,
,,9,000,887188,202507,商工中金さいたま支店,商工中金さいたま支店,,,,,,,,74050000,74050000,255482,255482,,
,,10,000,887188,202507,武蔵野銀行浦和支店,武蔵野銀行浦和支店,,,,,,,,39988000,39988000,295984,295984,,
,,11,000,887188,202507,長期借入金小計,長期借入金小計,,,,,,,,355762000,355762000,3065086,3065086,,
,,12,000,887188,202507,埼玉りそな銀行大宮支店,埼玉りそな銀行大宮支店,,,,,,,,42000000,42000000,223359,223359,,
,,13,000,887188,202507,社債小計,社債小計,,,,,,,,42000000,42000000,223359,223359,,
,,14,000,887188,202507,,,,計,計,,,,,597762000,597762000,4070137,4070137,,
