ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
0247,1,1,061,362767,202507,テイボー(株),テイボー(株),356,,,4.11.10,4.11.10,7327668,7327668,,,,,,,,
0247,1,2,061,362767,202507,テイボー(株),テイボー(株),356,,,4.12.10,4.12.10,6084923,6084923,,,,,,,,
0247,1,3,061,362767,202507,テイボー(株),テイボー(株),356,,,5.1.10,5.1.10,5606244,5606244,,,,,,,,
0247,1,4,061,362767,202507,テイボー(株),テイボー(株),356,,,5.2.10,5.2.10,7862107,7862107,,,,,,,,
0247,1,5,061,362767,202507,(有)名古屋ポリマー,(有)名古屋ポリマー,357,,,4.11.30,4.11.30,1349260,1349260,,,,,,,,
0247,1,6,061,362767,202507,(有)名古屋ポリマー,(有)名古屋ポリマー,357,,,4.12.31,4.12.31,3117840,3117840,,,,,,,,
0247,1,7,061,362767,202507,(株)服部商店,(株)服部商店,358,,,4.11.30,4.11.30,10000000,10000000,,,,,,,,
0247,1,8,061,362767,202507,(株)服部商店,(株)服部商店,358,,,4.11.30,4.11.30,2582208,2582208,,,,,,,,
0247,1,9,061,362767,202507,(株)服部商店,(株)服部商店,358,,,4.12.31,4.12.31,9124313,9124313,,,,,,,,
0247,1,10,061,362767,202507,(株)服部商店,(株)服部商店,358,,,5.1.31,5.1.31,10000000,10000000,,,,,,,,
0247,1,11,061,362767,202507,(株)服部商店,(株)服部商店,358,,,5.1.31,5.1.31,2810789,2810789,,,,,,,,
0247,1,12,061,362767,202507,(株)廣瀬商会,(株)廣瀬商会,359,,,4.11.20,4.11.20,1660725,1660725,,,,,,,,
0247,1,13,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,4.11.30,4.11.30,2000000,2000000,,,,,,,,
0247,1,14,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,4.11.30,4.11.30,2000000,2000000,,,,,,,,
0247,1,15,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,4.12.31,4.12.31,2000000,2000000,,,,,,,,
0247,1,16,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,4.12.31,4.12.31,2000000,2000000,,,,,,,,
0247,1,17,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,5.1.31,5.1.31,2000000,2000000,,,,,,,,
0247,1,18,061,362767,202507,マルサワケミカル,マルサワケミカル,360,,,5.1.31,5.1.31,2000000,2000000,,,,,,,,
0247,1,19,061,362767,202507,睦物産(株),睦物産(株),361,,,4.12.31,4.12.31,5000000,5000000,,,,,,,,
0247,1,20,061,362767,202507,睦物産(株),睦物産(株),361,,,4.12.31,4.12.31,1902394,1902394,,,,,,,,
0247,1,21,061,362767,202507,睦物産(株),睦物産(株),361,,,5.1.31,5.1.31,2948577,2948577,,,,,,,,
0247,1,22,061,362767,202507,ヤマハチケミカル(株),ヤマハチケミカル(株),362,,,4.11.30,4.11.30,1098752,1098752,,,,,,,,
0247,1,23,061,362767,202507,ヤマハチケミカル(株),ヤマハチケミカル(株),362,,,4.12.31,4.12.31,1293215,1293215,,,,,,,,
