ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
20250717125012501,1,1,000,417437,202507,振出人,振出人,001,振出年月日,振出年月日,支払期日,支払期日,割引銀行名及び支店名等,割引銀行名及び支店名等,支払銀行名称,支払銀行名称,金額,金額,摘要,
20250717125012501,1,2,000,417437,202507,(株)共立精機,(株)共立精機,2444,R4.12.28,R4.12.28,R5.4.30,R5.4.30,広島銀行鞆支店,広島銀行鞆支店,百十四銀行総社支店,百十四銀行総社支店,1506347,1506347,,
20250717125012501,1,3,000,417437,202507,(同上),(同上),154,R5.1.31,R5.1.31,R5.5.31,R5.5.31,(同上)(同上),(同上)(同上),(同上),(同上),1856272,1856272,,
20250717125012501,1,4,000,417437,202507,(同上),(同上),154,R5.2.28,R5.2.28,R5.6.30,R5.6.30,(同上)(同上),(同上)(同上),(同上),(同上),1663061,1663061,,
20250717125012501,1,5,000,417437,202507,(同上),(同上),154,R5.3.31,R5.3.31,R5.7.31,R5.7.31,,,(同上),(同上),1501293,1501293,,
20250717125012501,1,6,000,417437,202507,,,050,,,,,,,計,計,6526973,6526973,,
20250717125012501,1,7,000,417437,202507,(電子記録債権),(電子記録債権),1860,,,,,,,,,,,,
20250717125012501,1,8,000,417437,202507,テンパール工業(株),テンパール工業(株),2445,R4.12.26,R4.12.26,R5.4.25,R5.4.25,広島銀行鞆支店,広島銀行鞆支店,広島銀行大州支店,広島銀行大州支店,603813,603813,,
20250717125012501,1,9,000,417437,202507,,,050,,,,,,,計,計,603813,603813,,
20250717125012501,1,10,000,417437,202507,計,計,037,,,,,,,,,,,,
