ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
0082,1,1,082,265974,202507,受取手形,受取手形,235,,,,,,,,,,,,,,
0082,1,2,082,265974,202507,大和不動建設(株),大和不動建設(株),547,,,,,18458000,18458000,紀陽,紀陽,五条,五条,,,6枚,6枚
0082,1,3,082,265974,202507,ヒロタ建設(株),ヒロタ建設(株),548,,,,,14108000,14108000,りそな,りそな,橿原,橿原,,,7枚,7枚
0082,1,4,082,265974,202507,(株)浅利工務店,(株)浅利工務店,549,,,,,13370000,13370000,南都,南都,高田,高田,,,5枚,5枚
0082,1,5,082,265974,202507,(株)阪本工務店,(株)阪本工務店,550,,,,,3504500,3504500,三菱UFJ,三菱UFJ,富田林,富田林,,,3枚,3枚
0082,1,6,082,265974,202507,(株)都建設,(株)都建設,551,,,,,926000,926000,奈良県農協,奈良県農協,しき,しき,,,2枚,2枚
0082,1,7,082,265974,202507,かとう建設(株),かとう建設(株),552,,,,,4970734,4970734,大和信金,大和信金,八木,八木,,,3枚,3枚
0082,1,8,082,265974,202507,大倭殖産(株),大倭殖産(株),553,,,,,35791300,35791300,南都,南都,学園前,学園前,,,でんさい4枚,でんさい4枚
0082,1,9,082,265974,202507,(株)鍛冶田工務店,(株)鍛冶田工務店,194,,,,,3270000,3270000,南都,南都,御所,御所,,,でんさい4枚,でんさい4枚
0082,1,10,082,265974,202507,葛城建設(株),葛城建設(株),555,,,,,5070000,5070000,りそな,りそな,香芝,香芝,,,3枚,3枚
0082,1,11,082,265974,202507,(株)上田組,(株)上田組,556,,,,,7480000,7480000,三菱UFJ,三菱UFJ,大東,大東,,,4枚,4枚
0082,1,12,082,265974,202507,(株)南工務店,(株)南工務店,557,,,,,800000,800000,南都,南都,上市,上市,,,2枚,2枚
0082,1,13,082,265974,202507,(株)米杉建設,(株)米杉建設,558,,,,,2110000,2110000,南都,南都,櫟本,櫟本,,,3枚,3枚
0082,1,14,082,265974,202507,(株)竹屋,(株)竹屋,561,,,,,244000,244000,南都,南都,真菅,真菅,,,2枚,2枚
0082,1,15,082,265974,202507,中西建設(株),中西建設(株),562,,,,,4350000,4350000,りそな,りそな,真奈良営業部,真奈良営業部,,,3枚,3枚
0082,1,16,082,265974,202507,(株)和田工務店,(株)和田工務店,564,,,,,860000,860000,南都,南都,天理,天理,,,1枚,1枚
0082,1,17,082,265974,202507,大倭殖産(株),大倭殖産(株),553,,,,,14033300,14033300,南都,南都,学園前,学園前,,,3枚裏書手形(株)浅利工務店,3枚裏書手形(株)浅利工務店
0082,1,18,082,265974,202507,(小計),(小計),563,,,,,129345834,129345834,,,,,,,,
0082,1,19,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,20,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,21,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,22,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,23,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,24,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,25,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,26,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,27,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,28,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,29,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,30,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,31,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,32,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,33,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,34,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,35,082,265974,202507,,,,,,,,,,,,,,,,,
0082,1,36,082,265974,202507,,,,,,,,,,,,,,,,,
