ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,300365,202507,振出人,振出人,001,振出年月日,振出年月日,支払期日,支払期日,金額,金額,支払銀行名称,支払銀行名称,支払銀行支店名,支払銀行支店名,割引銀行名及び支店名等,摘要
,,2,000,300365,202507,(株)ウイング,(株)ウイング,388,令和4.3.15,令和4.3.15,令和4.7.20,令和4.7.20,225315,225315,三井住友銀行,三井住友銀行,三木支店,三木支店,,
,,3,000,300365,202507,(株)ウイング,(株)ウイング,388,令和4.5.13,令和4.5.13,令和4.9.20,令和4.9.20,164640,164640,三井住友銀行,三井住友銀行,三木支店,三木支店,,
,,4,000,300365,202507,(株)ウイング,(株)ウイング,388,令和4.6.15,令和4.6.15,令和4.10.20,令和4.10.20,169899,169899,三井住友銀行,三井住友銀行,三木支店,三木支店,,
,,5,000,300365,202507,福山熱煉工業(株),福山熱煉工業(株),389,令和4.6.25,令和4.6.25,令和4.9.25,令和4.9.25,331237,331237,中国銀行,中国銀行,福山胡町斐居,福山胡町斐居,,
,,6,000,300365,202507,上村航機(株),上村航機(株),390,令和4.3.31,令和4.3.31,令和4.7.31,令和4.7.31,628833,628833,三井住友銀行,三井住友銀行,明石支店,明石支店,,
,,7,000,300365,202507,上村航機(株),上村航機(株),390,令和4.4.28,令和4.4.28,令和4.8.31,令和4.8.31,7084251,7084251,三井住友銀行,三井住友銀行,明石支店,明石支店,,
,,8,000,300365,202507,上村航機(株),上村航機(株),390,令和4.5.31,令和4.5.31,令和4.9.30,令和4.9.30,1115782,1115782,三井住友銀行,三井住友銀行,明石支店,明石支店,,
,,9,000,300365,202507,(株)日興商会,(株)日興商会,391,令和4.4.5,令和4.4.5,令和4.7.7,令和4.7.7,444521,444521,三菱UFJ銀行,三菱UFJ銀行,尼崎駅前支店,尼崎駅前支店,,
,,10,000,300365,202507,計,計,037,,,,,10164478,10164478,,,,,,
