file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,借入先名称(氏名),借入先名称(氏名),借入先所在地(住所),法人・代表者との関係,期末現在高,期中の支払利子額,利率,担保の内容,,,,,,,,,,,,,
,,,1,佐賀銀行/久留米支店,佐賀銀行/久留米支店,,,10000000,,,,,,,,,,,,,,,,
,,,2,佐賀銀行/久留米支店,佐賀銀行/久留米支店,,,45832000,,,,,,,,,,,,,,,,
,,,3,佐賀銀行/久留米支店,佐賀銀行/久留米支店,,,46250000,,,,,,,,,,,,,,,,
,,,4,佐賀銀行/久留米支店,佐賀銀行/久留米支店,,,5210000,,,,,,,,,,,,,,,,
,,,5,佐賀銀行/久留米支店,佐賀銀行/久留米支店,,,21500000,,,,,,,,,,,,,,,,
,,,6,筑邦銀行/本店,筑邦銀行/本店,,,13582000,,,,,,,,,,,,,,,,
,,,7,,,,,1148505,,,,,,,,,,,,,,,,
,,,8,日本政策金融公庫/久留米支店,日本政策金融公庫/久留米支店,,,3477000,,,,,,,,,,,,,,,,
,,,9,商工中金/久留米,商工中金/久留米,,,8141000,,,,,,,,,,,,,,,,
,,,10,商工中金/久留米,商工中金/久留米,,,6580000,,,,,,,,,,,,,,,,
,,,11,西日本シテイ銀行/久留米支店,西日本シテイ銀行/久留米支店,,,10000000,,,,,,,,,,,,,,,,
,,,12,,,長期借入金計,,171720505,,,,,,,,,,,,,,,,
,,,13,,,合計,,,,,,,,,,,,,,,,,,
