file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,支払先,支払先,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,摘要,,,,,,,,,,,,,
,,,1,(株)加藤新次郎商店,(株)加藤新次郎商店,R3.12.31,R4.4.30,第四北越銀行,,1282677,,,,,,,,,,,,,,
,,,2,(株)渡辺製作所,(株)渡辺製作所,R3.12.31,R4.4.30,第四北越銀行,,1078286,,,,,,,,,,,,,,
,,,3,〃,〃,R4.1.31,R4.5.31,第四北越銀行,,675686,,,,,,,,,,,,,,
,,,4,〃,〃,R4.2.28,R4.6.30,第四北越銀行,,621808,,,,,,,,,,,,,,
,,,5,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,1065658,,,,,,,,,,,,,,
,,,6,(有)坂井金型製作所,(有)坂井金型製作所,R3.12.31,R4.4.30,第四北越銀行,,992200,,,,,,,,,,,,,,
,,,7,〃,〃,R4.1.31,R4.5.31,第四北越銀行,,928400,,,,,,,,,,,,,,
,,,8,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,680900,,,,,,,,,,,,,,
,,,9,(有)サンアイ工業,(有)サンアイ工業,R3.12.31,R4.4.30,第四北越銀行,,659407,,,,,,,,,,,,,,
,,,10,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,808749,,,,,,,,,,,,,,
,,,11,(株)川崎製作所,(株)川崎製作所,R3.12.31,R4.4.30,第四北越銀行,,1374242,,,,,,,,,,,,,,
,,,12,〃,〃,R4.1.31,R4.5.31,第四北越銀行,,1712508,,,,,,,,,,,,,,
,,,13,〃,〃,R4.2.28,R4.6.30,第四北越銀行,,658294,,,,,,,,,,,,,,
,,,14,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,591291,,,,,,,,,,,,,,
,,,15,〃,〃,R3.12.31,R4.4.30,第四北越銀行,,847000,,,,,,,,,,,,,,
,,,16,〃,〃,R4.1.31,R4.5.31,第四北越銀行,,1040600,,,,,,,,,,,,,,
,,,17,〃,〃,R4.2.28,R4.6.30,第四北越銀行,,949300,,,,,,,,,,,,,,
,,,18,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,1069530,,,,,,,,,,,,,,
,,,19,(有)中越解体,(有)中越解体,R4.2.28,R4.6.30,第四北越銀行,,1485000,,,,,,,,,,,,,,
,,,20,(株)長岡機電サービス,(株)長岡機電サービス,R4.2.28,R4.6.30,第四北越銀行,,2090000,,,,,,,,,,,,,,
,,,21,(有)水島鉄工所,(有)水島鉄工所,R4.2.28,R4.6.30,第四北越銀行,,1423400,,,,,,,,,,,,,,
,,,22,〃,〃,R4.3.31,R4.7.31,第四北越銀行,,933680,,,,,,,,,,,,,,
,,,23,(株)イーイーケイ,(株)イーイーケイ,R4.1.31,R4.5.31,第四北越銀行,,1050500,,,,,,,,,,,,,,
,,,24,計,計,,,,,,,,,,,,,,,,,,,
