file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,借入先名称(氏名),借入先名称(氏名),借入先所在地(住所),法人・代表者との関係,期末現在高,期中の支払利子額,利率,借入理由,担保の内容,,,,,,,,,,,,
,,,1,長期借入金,長期借入金,,,,,,,,,,,,,,,,,,,
,,,2,三井住友銀行,三井住友銀行,,,33376000,,,,,,,,,,,,,,,,
,,,3,きらぼし銀行,きらぼし銀行,,,20831000,,,,,,,,,,,,,,,,
,,,4,芝信用金庫,芝信用金庫,,,2770000,,,,,,,,,,,,,,,,
,,,5,みずほ銀行,みずほ銀行,,,19442000,,,,,,,,,,,,,,,,
,,,6,三菱UFJ銀行,三菱UFJ銀行,,,19864000,,,,,,,,,,,,,,,,
,,,7,商工組合中央金庫,商工組合中央金庫,,,17110000,,,,,,,,,,,,,,,,
,,,8,計,計,,,113393000,,,,,,,,,,,,,,,,
,,,9,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,,,,,,,,,,,,,,,,
