file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,借入先名称(氏名),借入先名称(氏名),借入先所在地(住所),法人・代表者との関係,期末現在高,期中の支払利子額,利率,担保の内容,,,,,,,,,,,,,
,,,1,愛知銀行桑名支店,愛知銀行桑名支店,,,79380000,,,,,,,,,,,,,,,,
,,,2,大垣共立銀行桑名支店,大垣共立銀行桑名支店,,,6408000,,,,,,,,,,,,,,,,
,,,3,商工組合中央金庫四日市支店,商工組合中央金庫四日市支店,,,10308000,,,,,,,,,,,,,,,,
,,,4,日本政策金融公庫津支店,日本政策金融公庫津支店,,,29052000,,,,,,,,,,,,,,,,
,,,5,短期借入金計,短期借入金計,,,125148000,,,,,,,,,,,,,,,,
,,,6,愛知銀行桑名支店,愛知銀行桑名支店,,,418063000,,,,,,,,,,,,,,,,
,,,7,大垣共立銀行桑名支店,大垣共立銀行桑名支店,,,18076000,,,,,,,,,,,,,,,,
,,,8,商工組合中央金庫四日市支店,商工組合中央金庫四日市支店,,,39566000,,,,,,,,,,,,,,,,
,,,9,日本政策金融公庫津支店,日本政策金融公庫津支店,,,452095000,,,,,,,,,,,,,,,,
,,,10,長期借入金計,長期借入金計,,,927800000,,,,,,,,,,,,,,,,
,,,11,,,合計,,1052948000,,,,,,,,,,,,,,,,
