file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,支払先,支払先,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,摘要,,,,,,,,,,,,,
,,,1,(株)茗広茶業,(株)茗広茶業,令5.1.31,令5.5.20,大阪商工信用金庫,平野支店,2493000,約束,,,,,,,,,,,,,
,,,2,(株)岡村製茶,(株)岡村製茶,令5.1.31,令5.5.20,〃,〃,4510000,約束,,,,,,,,,,,,,
,,,3,杉本製茶(株),杉本製茶(株),令5.1.31,令5.5.20,〃,〃,1004245,約束,,,,,,,,,,,,,
,,,4,日東産業(株),日東産業(株),令5.1.31,令5.5.20,〃,〃,554417,約束,,,,,,,,,,,,,
,,,5,ハラダ製茶(株)向谷工場,ハラダ製茶(株)向谷工場,令5.1.31,令5.5.20,〃,〃,885066,約束,,,,,,,,,,,,,
,,,6,(株)丸辰製茶,(株)丸辰製茶,令5.1.31,令5.5.20,〃,〃,978535,約束,,,,,,,,,,,,,
,,,7,(株)カメタニ,(株)カメタニ,令5.1.31,令5.5.20,〃,〃,1164121,約束,,,,,,,,,,,,,
,,,8,(株)タマヤ,(株)タマヤ,令5.1.31,令5.5.20,〃,〃,1235000,約束,,,,,,,,,,,,,
,,,9,(株)長谷川商店,(株)長谷川商店,令5.1.31,令5.5.20,〃,〃,4090372,約束,,,,,,,,,,,,,
,,,10,(株)吉村,(株)吉村,令5.1.31,令5.5.20,〃,〃,490000,約束,,,,,,,,,,,,,
,,,11,!(株)石川四方蔵商店,!(株)石川四方蔵商店,令5.1.31,令5.5.20,〃,〃,910000,約束,,,,,,,,,,,,,
,,,12,日本セロンパック(株),日本セロンパック(株),令5.1.31,令5.5.20,〃,〃,785000,約束,,,,,,,,,,,,,
,,,13,(株)大谷茶舖,(株)大谷茶舖,令5.1.31,令5.5.20,〃,〃,410000,約束,,,,,,,,,,,,,
,,,14,大塚製茶(株),大塚製茶(株),令5.1.31,令5.5.20,〃,〃,380000,約束,,,,,,,,,,,,,
,,,15,三栄興産(株),三栄興産(株),令5.1.31,令5.5.20,〃,〃,2000000,約束,,,,,,,,,,,,,
,,,16,〃,〃,令5.1.31,令5.5.20,〃,〃,64000,約束,,,,,,,,,,,,,
,,,17,(株)古賀製茶本舗,(株)古賀製茶本舗,令5.1.31,令5.5.20,〃,〃,940000,約束,,,,,,,,,,,,,
,,,18,池田製茶(株),池田製茶(株),令5.1.31,令5.5.20,〃,〃,156520,約束,,,,,,,,,,,,,
,,,19,(株)丸辰製茶,(株)丸辰製茶,令5.2.28,令5.5.31,〃,〃,1500000,約束,,,,,,,,,,,,,
,,,20,(株)まるゑい,(株)まるゑい,令5.2.28,令5.6.20,〃,〃,491333,約束,,,,,,,,,,,,,
,,,21,古賀茶業(株),古賀茶業(株),令5.2.28,令5.6.20,〃,〃,1807000,約束,,,,,,,,,,,,,
,,,22,(株)小谷穀粉,(株)小谷穀粉,令5.2.28,令5.6.20,〃,〃,3990000,約束,,,,,,,,,,,,,
,,,23,(株)丸菱,(株)丸菱,令5.2.28,令5.6.20,〃,〃,395000,約束,,,,,,,,,,,,,
,,,24,合計,合計,,,,,,,,,,,,,,,,,,,
