file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,木村電設,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,2,〃,〃,協和製作所,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,3,〃,〃,庄子鉄工所,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,4,〃,〃,須賀製作所,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,5,〃,〃,利光電設,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,6,〃,〃,阿部電設,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,7,〃,〃,新沼電設,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,8,〃,〃,小林,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,9,〃,〃,千葉,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,10,〃,〃,北斗商会,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,11,〃,〃,ロッテ電子,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,12,〃,〃,共和計装,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,13,〃,〃,北高物産,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,14,〃,〃,東北制御機器,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,15,〃,〃,青葉電材,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,16,〃,〃,宮城工機,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,17,〃,〃,アドバンス工研,－,1,(備忘価額)売上代,,,,,,,,,,,,,,,
,,,18,,,売掛金計,,39699559,,,,,,,,,,,,,,,,
,,,19,未収入金,未収入金,,,116950,貸付金利息,,,,,,,,,,,,,,,
,,,20,,,未収入金計,,116950,,,,,,,,,,,,,,,,
,,,21,計,計,,,39816509,,,,,,,,,,,,,,,,
