ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
0611,1,1,053,641130,202507,野原住環境(株),野原住環境(株),155,4.4.28,4.4.28,4.7.31,4.7.31,955153,955153,,,,,,,,
0611,1,2,053,641130,202507,野原住環境(株),野原住環境(株),155,4.5.31,4.5.31,4.8.31,4.8.31,2824206,2824206,,,,,,,,
0611,1,3,053,641130,202507,(株)ジューテック,(株)ジューテック,156,4.4.28,4.4.28,4.8.31,4.8.31,10000000,10000000,,,,,,,,
0611,1,4,053,641130,202507,(株)ジューテック,(株)ジューテック,156,4.4.28,4.4.28,4.8.31,4.8.31,4608411,4608411,,,,,,,,
0611,1,5,053,641130,202507,(株)ジューテック,(株)ジューテック,156,4.5.31,4.5.31,4.9.30,4.9.30,5000000,5000000,,,,,,,,
0611,1,6,053,641130,202507,(株)ジューテック,(株)ジューテック,156,4.5.31,4.5.31,4.9.30,4.9.30,1290129,1290129,,,,,,,,
0611,1,7,053,641130,202507,ナイス(株),ナイス(株),157,4.4.10,4.4.10,4.7.20,4.7.20,4846008,4846008,,,,,,,,
0611,1,8,053,641130,202507,ナイス(株),ナイス(株),157,4.5.10,4.5.10,4.8.20,4.8.20,5000000,5000000,,,,,,,,
0611,1,9,053,641130,202507,ナイス(株),ナイス(株),157,4.5.10,4.5.10,4.8.20,4.8.20,3000000,3000000,,,,,,,,
0611,1,10,053,641130,202507,ナイス(株),ナイス(株),157,4.5.10,4.5.10,4.8.20,4.8.20,2073727,2073727,,,,,,,,
0611,1,11,053,641130,202507,ハウディー(株),ハウディー(株),158,4.3.31,4.3.31,4.7.5,4.7.5,5000000,5000000,,,,,,,,
0611,1,12,053,641130,202507,ハウディー(株),ハウディー(株),158,4.3.31,4.3.31,4.7.5,4.7.5,1160165,1160165,,,,,,,,
0611,1,13,053,641130,202507,ハウディー(株),ハウディー(株),158,4.4.28,4.4.28,4.8.5,4.8.5,5000000,5000000,,,,,,,,
0611,1,14,053,641130,202507,ハウディー(株),ハウディー(株),158,4.4.28,4.4.28,4.8.5,4.8.5,625908,625908,,,,,,,,
0611,1,15,053,641130,202507,(株)ノダ,(株)ノダ,159,4.2.24,4.2.24,4.6.30,4.6.30,2888609,2888609,,,,,,,,
0611,1,16,053,641130,202507,(株)ノダ,(株)ノダ,159,4.3.29,4.3.29,4.7.31,4.7.31,2810245,2810245,,,,,,,,
0611,1,17,053,641130,202507,(株)ノダ,(株)ノダ,159,4.4.26,4.4.26,4.8.31,4.8.31,2749257,2749257,,,,,,,,
0611,1,18,053,641130,202507,(株)ノダ,(株)ノダ,159,4.5.27,4.5.27,4.9.30,4.9.30,2592489,2592489,,,,,,,,
0611,1,19,053,641130,202507,(株)テンサン,(株)テンサン,160,4.2.15,4.2.15,4.6.15,4.6.15,792081,792081,,,,,,,,
0611,1,20,053,641130,202507,(株)テンサン,(株)テンサン,160,4.3.15,4.3.15,4.7.15,4.7.15,2701248,2701248,,,,,,,,
0611,1,21,053,641130,202507,(株)テンサン,(株)テンサン,160,4.3.15,4.3.15,4.7.15,4.7.15,526504,526504,,,,,,,,
0611,1,22,053,641130,202507,(株)テンサン,(株)テンサン,160,4.4.15,4.4.15,4.8.15,4.8.15,1485907,1485907,,,,,,,,
0611,1,23,053,641130,202507,(株)テンサン,(株)テンサン,160,4.5.15,4.5.15,4.9.15,4.9.15,2701248,2701248,,,,,,,,
