ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,954090,202507,(純売上高),(純売上高),,,,,,,,,,,,,
,,2,000,954090,202507,賃貸料,賃貸料,,"4,400,004","4,400,004","4,400,004","4,400,004",,,,,,,,
,,3,000,954090,202507,売上総利益,売上総利益,,,,"(4,400,004)","(4,400,004)",,,,,,,,
,,4,000,954090,202507,(販売費及び一般管理費),(販売費及び一般管理費),,,,"3,232,913","3,232,913",,,,,,,,
,,5,000,954090,202507,営業利益,営業利益,,,,"(1,167,091)","(1,167,091)",,,,,,,,
,,6,000,954090,202507,(営業外収益),(営業外収益),,,,,,,,,,,,,
,,7,000,954090,202507,受取利息,受取利息,,9,9,,,,,,,,,,
,,8,000,954090,202507,雑収入,雑収入,,"27,008","27,008","27,017","27,017",,,,,,,,
,,9,000,954090,202507,(営業外費用),(営業外費用),,,,,,,,,,,,,
,,10,000,954090,202507,支払利息,支払利息,,"42,014","42,014","42,014","42,014",,,,,,,,
,,11,000,954090,202507,経常利益,経常利益,,,,"(1,152,094)","(1,152,094)",,,,,,,,
,,12,000,954090,202507,税引前当期純利益,税引前当期純利益,,,,"(1,152,094)","(1,152,094)",,,,,,,,
,,13,000,954090,202507,法人税、住民税及び事業税,法人税、住民税及び事業税,,,,"71,001","71,001",,,,,,,,
,,14,000,954090,202507,当期純利益,当期純利益,,,,"(1,081,093)","(1,081,093)",,,,,,,,
