ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,201932,202507,支払先,支払先,,振出年月日,振出年月日,支払期日,支払期日,金額,金額,支払銀行名称,支払銀行名称,支払銀行支店名,支払銀行支店名,摘要,
,,2,000,201932,202507,新生紙パルブ商事(株),新生紙パルブ商事(株),,4.10.25,4.10.25,5.4.10,5.4.10,37202669,37202669,横浜銀行,横浜銀行,大倉山支店,大倉山支店,,
,,3,000,201932,202507,(同上),(同上),,4.11.25,4.11.25,5.5.10,5.5.10,42630127,42630127,,,(同上),(同上),,
,,4,000,201932,202507,(同上),(同上),,4.12.26,4.12.26,5.6.10,5.6.10,57750907,57750907,,,(同上),(同上),,
,,5,000,201932,202507,(同上),(同上),,5.1.25,5.1.25,5.7.10,5.7.10,63723479,63723479,,,(同上),(同上),,
,,6,000,201932,202507,(同上),(同上),,5.2.27,5.2.27,5.8.10,5.8.10,43577612,43577612,,,(同上),(同上),,
,,7,000,201932,202507,(同上),(同上),,5.3.27,5.3.27,5.9.10,5.9.10,25796058,25796058,,,(同上),(同上),,
,,8,000,201932,202507,七篠紙商事(株),七篠紙商事(株),,4.11.25,4.11.25,5.4.10,5.4.10,4681641,4681641,横浜銀行,横浜銀行,大倉山支店,大倉山支店,,
,,9,000,201932,202507,(同上),(同上),,4.12.26,4.12.26,5.5.10,5.5.10,5901928,5901928,,,(同上),(同上),,
,,10,000,201932,202507,(同上),(同上),,5.1.26,5.1.26,5.6.10,5.6.10,5926009,5926009,,,(同上),(同上),,
,,11,000,201932,202507,(同上),(同上),,5.2.27,5.2.27,5.7.10,5.7.10,4750882,4750882,,,(同上),(同上),,
,,12,000,201932,202507,(同上),(同上),,5.3.27,5.3.27,5.8.10,5.8.10,4631530,4631530,,,(同上),(同上),,
,,13,000,201932,202507,(株)北原紙器製作所,(株)北原紙器製作所,,4.12.26,4.12.26,5.4.15,5.4.15,117480,117480,横浜銀行,横浜銀行,大倉山支店,大倉山支店,,
,,14,000,201932,202507,日商岩井紙パルブ(株),日商岩井紙パルブ(株),,4.11.25,4.11.25,5.4.10,5.4.10,18953097,18953097,商工組合中央金庫,商工組合中央金庫,本店営業部,本店営業部,,
,,15,000,201932,202507,(同上),(同上),,4.12.26,4.12.26,5.5.10,5.5.10,18619247,18619247,,,(同上),(同上),,
,,16,000,201932,202507,(同上),(同上),,5.1.26,5.1.26,5.6.10,5.6.10,24645725,24645725,,,(同上),(同上),,
,,17,000,201932,202507,(同上),(同上),,5.2.27,5.2.27,5.7.10,5.7.10,13686693,13686693,,,(同上),(同上),,
,,18,000,201932,202507,(同上),(同上),,5.3.27,5.3.27,5.8.10,5.8.10,11719406,11719406,,,(同上),(同上),,
,,19,000,201932,202507,田口糊店(株),田口糊店(株),,5.1.25,5.1.25,5.4.10,5.4.10,1725763,1725763,商工組合中央金,商工組合中央金,本店営業部,本店営業部,,
,,20,000,201932,202507,(同上),(同上),,5.2.27,5.2.27,5.5.10,5.5.10,1503700,1503700,,,(同上),(同上),,
,,21,000,201932,202507,(同上),(同上),,5.3.27,5.3.27,5.6.10,5.6.10,174900,174900,,,(同上),(同上),,
,,22,000,201932,202507,山田ダンボール(株),山田ダンボール(株),,4.12.26,4.12.26,5.5.10,5.5.10,199628,199628,商工組合中央金庫,商工組合中央金庫,本店営業部,本店営業部,,
,,23,000,201932,202507,(同上),(同上),,5.1.26,5.1.26,5.6.10,5.6.10,199628,199628,,,(同上),(同上),,
,,24,000,201932,202507,(株)浅岡鉄工所,(株)浅岡鉄工所,,5.11.25,5.11.25,5.4.10,5.4.10,1548085,1548085,横浜信用金庫,横浜信用金庫,大倉山支店,大倉山支店,,
,,25,000,201932,202507,計,計,,,,,,,,,,,,,
