ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
20250718135903240,1,1,001,000332,202507,大西賢製販(株),大西賢製販(株),622,R5.8.31,R5.8.31,R5.12.7,R5.12.7,602915,602915,三菱UFJ銀行上本町支店,三菱UFJ銀行上本町支店,,,,,,
20250718135903240,1,2,001,000332,202507,大西賢製販(株),大西賢製販(株),622,R5.5.31,R5.5.31,R5.9.7,R5.9.7,565981,565981,三菱UFJ銀行上本町支店,三菱UFJ銀行上本町支店,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,3,001,000332,202507,大西賢製販(株),大西賢製販(株),622,R5.6.30,R5.6.30,R5.10.7,R5.10.7,1012449,1012449,三菱UE]銀行上本町支店,三菱UE]銀行上本町支店,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,4,001,000332,202507,大西賢製販(株),大西賢製販(株),622,R5.7.31,R5.7.31,R5.11.7,R5.11.7,1103793,1103793,,,,,大阪シティ信用金庫布施支店,大阪シティ信用金庫布施支店,,
20250718135903240,1,5,001,000332,202507,(株)コージー本舗,(株)コージー本舗,477,R5.7.10,R5.7.10,R5.9.7,R5.9.7,198000,198000,みずほ銀行浅草支店,みずほ銀行浅草支店,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,6,001,000332,202507,(株)アーテック,(株)アーテック,623,R5.7.19,R5.7.19,R5.11.15,R5.11.15,1123796,1123796,関西みらい銀行平野中央支店,関西みらい銀行平野中央支店,,,大阪シティ信用金庫布施支店,大阪シティ信用金庫布施支店,,
20250718135903240,1,7,001,000332,202507,クツワ(株),クツワ(株),624,R5.5.10,R5.5.10,R5.9.10,R5.9.10,997271,997271,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,8,001,000332,202507,クツワ(株),クツワ(株),624,R5.6.12,R5.6.12,R5.10.10,R5.10.10,378785,378785,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,9,001,000332,202507,クツワ(株),クツワ(株),624,R5.7.10,R5.7.10,R5.11.10,R5.11.10,393085,393085,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,10,001,000332,202507,クツワ(株),クツワ(株),624,R5.8.10,R5.8.10,R5.12.10,R5.12.10,187660,187660,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,11,001,000332,202507,サンスター文具(株),サンスター文具(株),625,R5.5.10,R5.5.10,R5.9.15,R5.9.15,28816700,28816700,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,12,001,000332,202507,サンスター文具(株),サンスター文具(株),625,R5.7.10,R5.7.10,R5.11.10,R5.11.10,4912776,4912776,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,13,001,000332,202507,タイヘイ化成,タイヘイ化成,626,R5.5.15,R5.5.15,R5.9.15,R5.9.15,135410,135410,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,14,001,000332,202507,タイヘイ化成,タイヘイ化成,626,R5.6.15,R5.6.15,R5.10.15,R5.10.15,340670,340670,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
20250718135903240,1,15,001,000332,202507,タイヘイ化成,タイヘイ化成,626,R5.8.15,R5.8.15,R5.12.15,R5.12.15,176990,176990,,,,,みずほ銀行東大阪支店,みずほ銀行東大阪支店,,
