20250723171502080,1,1,001,000213,202507,,,,,,30,30,20,,,,,,,,,,595124,595124,,,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723171502080,1,2,001,000213,202507,,,,,,30,30,20,,,,,,,,,,6119805,6119805,姫路信用金庫福崎支店,姫路信用金庫福崎支店,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723171502080,1,3,001,000213,202507,,,,,,30,30,20,,,,,,,,,,20343420,20343420,西兵庫信用金庫福崎支店,西兵庫信用金庫福崎支店,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723171502080,1,4,001,000213,202507,,,,,,30,30,20,,,,,,,,,,1990132,1990132,,,,明細書弊社保存,明細書弊社保存,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723171502080,1,5,001,000213,202507,,,,,,30,30,20,,,,,,,,,,110592215,110592215,姫路信用金庫福崎支店,姫路信用金庫福崎支店,,明細書弊社保存,明細書弊社保存,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723171502080,1,6,001,000213,202507,,,,,,30,30,20,,,,,,,,,,595124,595124,,,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723171502080,1,7,001,000213,202507,,,,,,30,30,20,,,,,,,,,,6119805,6119805,姫路信用金庫福崎支店,姫路信用金庫福崎支店,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723171502080,1,8,001,000213,202507,,,,,,30,30,20,,,,,,,,,,20343420,20343420,西兵庫信用金庫福崎支店,西兵庫信用金庫福崎支店,,明細書弊社保管,明細書弊社保管,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723171502080,1,9,001,000213,202507,,,,,,30,30,20,,,,,,,,,,1990132,1990132,,,,明細書弊社保存,明細書弊社保存,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723171502080,1,10,001,000213,202507,,,,,,30,30,20,,,,,,,,,,110592215,110592215,姫路信用金庫福崎支店,姫路信用金庫福崎支店,,明細書弊社保存,明細書弊社保存,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
